characters_araber;Araber_verkleidet
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_7;Ou même des plusieurs hommes ?
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_8;"De toute manière, comment savez-vous que c'est un ""nouveau"" Corbeau ?"
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_9_direction;surprised, irritated
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_9;Monsieur ?!
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_10_direction;appease
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_10;Ça fait rien !.
texts_ermittler_top_a01_ermittler_constabler_tseq_title;L'agent Robert Oliver
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_1;Agent Robert Oliver... Est-il possible que j'ai lu votre nom dans le journal ?
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_2_direction;with pride
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_2;C'est probable, Monsieur, c'est même très plausible.
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_3;Robert était là quand le premier Oeil du Sphinx a été volé.
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_4;Pourquoi vous étiez dans le musée ? Avez-vous vu quelque chose de l'extérieur ?
sequences_ermittler_top_a01_ermittler_constabler_tseq#4;[The guard stiffened slightly. The question annoys him and he has something to hide.]
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_5;Eh bien, monsieur, j'ai remarqué que la porte était entrouverte, ce qui était suspect. Et il était de mon devoir d'enquêter, monsieur.
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_6;Scotland Yard lui a donné une recommandation et me l'a assigné en tant que agent de liaison.
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_7;Un grand honneur, monsieur !
sequences_ermittler_top_a01_ermittler_constabler_tseq#8;[Ohi looks back to the guard.]
texts_ermittler_top_a01_ermittler_eigene_ermittlungen_tseq_title;Investigations personnelles
spokentexts_ermittler_top_a01_ermittler_eigene_ermittlungen_tseq_st_1_direction;formally
spokentexts_ermittler_top_a01_ermittler_eigene_ermittlungen_tseq_st_1;J'espère que vous reconnaissez qu'en tant que policier Suisse, je puisse procéder à des investigations dans mon propre pays ?
sequences_ermittler_top_a01_ermittler_eigene_ermittlungen_tseq#1;[The investigator does, as if trying to look through the metal shielding to the outside.]
spokentexts_ermittler_top_a01_ermittler_eigene_ermittlungen_tseq_st_2;Sommes-nous encore en Suisse ?
spokentexts_ermittler_top_a01_ermittler_eigene_ermittlungen_tseq_st_3;Je pourrais être vos yeux dans le train aussi longtemps que vous êtes ici dans ce wagon.
spokentexts_ermittler_top_a01_ermittler_eigene_ermittlungen_tseq_st_4_direction;doubtful, suspicious
spokentexts_ermittler_top_a01_ermittler_eigene_ermittlungen_tseq_st_4;Oh vraiment ?
texts_ermittler_top_a01_ermittler_falle_tseq_title;Piège
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_1;Vous voulez tendre un piège à quelqu'un ?
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_2;Alors j'avais raison !
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_3;Vous ne voulez vraiment attirer quelqu'un dans un piège !
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_4;Ce ne sont pas vos affaires !
sequences_ermittler_top_a01_ermittler_falle_tseq#6;[The investigator rise a hand and brings the guard so to silence.]
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_5;Peut-être que quelqu'un a sévi récemment à Londres?
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_6;Et comment pourrais-je l'appâter dans mon piège, alors ?
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_7;Avec un Oeil ?
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_8;Un oeil en route de Zurich pour le Caire ?
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_9;Quelqu'un a fait ses devoirs ! C'est bien, Officier.
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_10_direction;unsure
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_10;Avec quelque chose à l'intérieur du coffre-fort !
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_11_direction;played disappointed
spokentexts_ermittler_top_a01_ermittler_falle_tseq_st_11;Tut tut... Quelqu'un n'a pas fait ses devoirs
texts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_title;Compartiment de l'archéologue
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_1;Il y a un certain professeur Lucien dans le train.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_2;C'est un archéologue de Londres.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_3_direction;interested
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_3;Et quelle est son histoire ?
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_4;Eh bien... Il semble que quelqu'un l'ai enfermé dehors.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_5_direction;irritated
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_5;Enfermé dehors ?
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_6;Eh bien, oui. La porte était fermée et il se tenait à l'extérieur.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_7;Il a affirmé qu'il ne l'avait pas fermée lui-même.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_8;Vous l'avez aidé ?
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_9;Oui.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_10;J'ai ouvert au professeur Lucien en utilisant une paire de pinces.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_11;Vous avez remarqué quoi que ce soit à l'intérieur du compartiment ?
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_12;La fenêtre était ouverte. Quelqu'un aurait pu sortir par là.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_13;Et le professeur ?
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_14;Il a agit étrangement. Il a fouillé dans son sac en cuir.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_15_direction;curious
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_15;Et ?
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_16;Il semblait avoir trouvé ce qu'il cherchait.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_17_direction;half to himself
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_17;Bien.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_18;Jolie travail !
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_geloest_tseq_st_19;Maintenant, peut-être que vous pourriez me donner quelques informations ?
texts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_title;Compartiment de l'archéologue
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_4;Eh bien... Il semble que quelqu'un l'ai enfermé hors de son compartiment.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_6;Eh bien, oui. La porte est verrouillée et il est debout à l'extérieur sans clé.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_7; At-elle été verrouillée de l'intérieur ?
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_8;C'est possible.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_9_direction;thoughtful, a little worried
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_9;Hmm.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_10;Pensez-vous que cette porte verrouillée pourrait être importante ?
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_11;Le professeur Lucien joue un rôle important dans cette histoire...
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_12;Très bien, Officier Zellner. Soyez mes yeux et mes oreilles dans le train et voyez pour que le professeur Lucien retourne dans son compartiment.
sequences_ermittler_top_a01_ermittler_kabine_archaeologe_tseq#12;[As he speaks, a short cut on Öhis face that brightens. He is pleased. Then cut to the guard, who is obviously not agree now to get a competition.]
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_13;Revenez me voir quand ce sera fait.
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_14_direction;pleased
spokentexts_ermittler_top_a01_ermittler_kabine_archaeologe_tseq_st_14;Avec plaisir, monsieur !
texts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_title;Dire au revoir
spokentexts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_st_1;Je vais aller m'occuper de cette porte.
spokentexts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_st_2;Bien.
sequences_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq#2;[Ohi is turning half, wants to get out.]
spokentexts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_st_3;Et... Officier Zellner ?
sequences_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq#4;[Ohi stops, turns around.]
spokentexts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_st_4;Oui ?
spokentexts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_st_5;Ne nous dérangez pas, sauf si vous avez quelque chose de nouveau à signaler.
spokentexts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_st_6;Bien sûr. Un voleur pourrait s'inquiéter si il y a trop d'activité dans le wagon.
spokentexts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_st_7;Exactement. Frappez deux fois. Nous saurons que c'est vous.
spokentexts_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq_st_8;Compris.
sequences_ermittler_top_a01_ermittler_verabschieden_erstmalig_tseq#10;[Ohi leaves the wagon.]
texts_ermittler_top_a01_ermittler_verabschieden_tseq_title;Dire au revoir
spokentexts_ermittler_top_a01_ermittler_verabschieden_tseq_st_1;Je vais me remettre au travail maintenant.
spokentexts_ermittler_top_a01_ermittler_verabschieden_tseq_st_2;Bien.
sequences_ermittler_top_a01_ermittler_verabschieden_tseq#2;[Ohi leaves the wagon.]
texts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_title;Porte-monnaie
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_1;Et puis il y a la baronne. Elle a perdue son sac à main.
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_2;La baronne von Trebitz m'a dit qu'elle avait perdue son sac à main.
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_3;La baronne von Trebitz ?
sequences_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq#3;[Investigator is looking at the guard.]
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_4;Intéressant...
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_5;En effet, Monsieur.
sequences_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq#6;[Investigator looks back to Ohi.]
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_6_direction;thoughtfully
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_6;But... It has nothing to do with our case.
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_7;So I shouldn't concern myself with the matter?
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_8;Ah, why not? It's your job as a policeman.
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche1_tseq_st_9;But don't expect me to be particularly interested in a lost purse.
texts_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq_title;Purse
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq_st_1;And then there's the baroness. She's missing her purse.
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq_st_2;Baroness von Trebitz told me about her missing purse...
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq_st_3;Baroness von Trebitz?
sequences_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq#3;[Investigators looks to the guard.]
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq_st_4;She is financing everything, isn't she?
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq_st_5;Indeed, Sir.
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq_st_6;I found the purse, David Kreutzer, a violinist from Austria, had it.
sequences_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq#7;[Investigator looks back to Ohi.]
spokentexts_ermittler_top_a01_ermittler_verschwundene_brieftasche2_tseq_st_7;Hmm. Probably nothing to do with our case... All the same, good work.
texts_geiger_mo_ex_4;Observe the violinist
texts_geiger_mo_talk_mit_1-7;Talk to the violinist
texts_geiger_top_a01_geiger_brieftasche_gesehen01_tseq_title;The baroness' purse
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen01_tseq_st_1;A passenger is missing her purse. Perhaps you've seen it?
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen01_tseq_st_2;I haven't left my seat.
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen01_tseq_st_3;So there are thieves on the train!
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen01_tseq_st_4;It's been missing for some time now. Probably since Zurich.
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen01_tseq_st_5;Hahaha! The Swiss don't let go of money easily, do they?
sequences_geiger_top_a01_geiger_brieftasche_gesehen01_tseq#7;[Ohi looks slightly reproachfully.]
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen01_tseq_st_6;Oh, pardon me.
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen01_tseq_st_7;No, I haven't seen the purse.
texts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_title;The baroness' purse
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_1;About the purse...
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_2;Oh, yes. Has it been found?
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_3;A passenger is missing her purse. Perhaps it was stolen.
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_4;Really?
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_5;Someone saw you with your violin case on the platform in Zurich...
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_6_direction;indignant
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_6;What's the meaning of this! I didn't steal anything!
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_7_direction;surprised, irritated
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_7;Nobody said you did!
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_8;I just wanted to ask you whether you might have noticed anything on the platform.
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_9;Ah... Well...
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_10;Why did you think I was accusing you?
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_11;Well, I thought... Because you mentioned my violin case in the context of the purse...
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_12;Apropos. May I have a look at your violin? It must be a very extraordinary piece!
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_13;Oh, that's... That's not possible. It's a genuine Guarneri.
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_14_direction;throws in short
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_14;Very valuable!
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_15;Very! And also very sensitive.
sequences_geiger_top_a01_geiger_brieftasche_gesehen02_tseq#17;[Ohi looks around.]
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_16_direction;blankly
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_16;What could harm it here? Light? Air?
sequences_geiger_top_a01_geiger_brieftasche_gesehen02_tseq#19;[The Geiger does not know what to say.]
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_17_direction;sternly
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_17;May I ask you to open the violin case?
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_18;No, you may not! I'm not guilty of anything!
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_20;I am afraid I have to insist.
spokentexts_geiger_top_a01_geiger_brieftasche_gesehen02_tseq_st_21;Then I'm afraid you need a warrant. I will not stand back and let you rifle through my belongings!
sequences_geiger_top_a01_geiger_brieftasche_gesehen02_tseq#25;[The Geiger turns back to the window, the dialog is closed.]
texts_geiger_top_a01_geiger_ende_tseq_title;Say goodbye
spokentexts_geiger_top_a01_geiger_ende_tseq_st_3;Very well.
spokentexts_geiger_top_a01_geiger_ende_tseq_st_4_direction;as adoption
spokentexts_geiger_top_a01_geiger_ende_tseq_st_4;Have a good trip!
spokentexts_geiger_top_a01_geiger_ende_tseq_st_5;Thank you.
sequences_geiger_top_a01_geiger_ende_tseq#7;[The Geiger returns to its idle.]
texts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_title;Unusual occurrences
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_1_direction;embarrassed, tried to bring the conversation back in transition
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_1;Oh... Of course.
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_2;What I really wanted to ask is: did you notice anything unusual on the train?
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_3;I'm sure your recital will be a great success!
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_4;But tell me... Did you notice anything unusual on the train?
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_5;Anything unusual?
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_6;Persons acting suspiciously, for instance.
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_7;For heaven's sake! Is there cause for concern?
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_8;Everything is in order, sir. We Swiss are just very cautious people.
spokentexts_geiger_top_a01_geiger_ungewoehnliches_gesehen_tseq_st_9;I understand... No. I didn't notice anything.
texts_geiger_top_a01_geiger_wer_ist_er_tseq_title;Who is he?
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_1;If I'm not mistaken, you're a violinist?
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_2;That's true.
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_3;A wonderful instrument! The violin music touches the soul.
sequences_geiger_top_a01_geiger_wer_ist_er_tseq#3;[The Geiger smiles and remembers better times.]
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_4;That's why I learned to play it.
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_5;Do you play in an orchestra?
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_6;No. Orchestras aren't really part of my world.
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_7;A solo violinist! The best soloists travel a great deal and make a pile of money, or so they say.
sequences_geiger_top_a01_geiger_wer_ist_er_tseq#9;[The face of the geiger petrifies.]
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_9_direction;petrified, slightly bitter
spokentexts_geiger_top_a01_geiger_wer_ist_er_tseq_st_9;In that case, I'm probably not one of the best.
texts_geiger_top_a01_geiger_wohin_reist_er_tseq_title;Where is he travelling to?
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_1_direction;embarrassed, tried to bring the conversation back in transition
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_1;Oh... So, you're travelling to Istanbul?
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_2;Are you travelling to Istanbul non-stop?
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_3;No. I'll transfer in Venice.
sequences_geiger_top_a01_geiger_wohin_reist_er_tseq#6;[Ohi is slightly irritated.]
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_5_direction;explaines
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_5;To a ship. I'm on my way to Cairo.
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_6_direction;excited
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_6;Cairo!
spokentexts_geiger_top_a01_geiger_wohin_reist_er_tseq_st_7;I'm performing at a reception in the Egyptian Museum there.
spokentexts_geiger_ex_1_st_1;The violinist is a good looking fellow. And he's travelling through the most beautiful mountain landscape in the world.
spokentexts_geiger_ex_1_st_2;But one can only hope that his violin is better tuned than he.
spokentexts_geiger_ex_2_st_1;There could be many reasons for the violinist's shaking hand. Strained nerves, an illness...
spokentexts_geiger_ex_2_st_2;My money's on alcohol. He wouldn't be the first musician who ruined his career that way.
spokentexts_geiger_ex_3_st_1;Matt says the violinist put something in his violin case on the platform. Seemed suspicious somehow.
spokentexts_geiger_ex_3_st_2;The question is, how credible is a statement from an imaginative boy?
spokentexts_geiger_ex_4_st_1;There's no way to say whether he planned on stealing the purse or whether chance played a role.
spokentexts_geiger_ex_4_st_2;Financial problems, lack of morals... Opportunity makes a thief.
spokentexts_geiger_ex_5_st_1;The violinist doesn't seem to be very happy about the window.
spokentexts_geiger_ex_6_st_1;I'll inform the authorities in Venice. They'll decide what to do with him.
spokentexts_geiger_ex_7_st_1;The window is jammed!
spokentexts_geiger_ex_7_st_2;But I should hurry. Sooner or later he'll resort to brute force and succeed!
sequences_geiger_talk_mit_1#1;[Idle as the Geiger thoughtfully sits on his place and looks out the window, maybe he's lying with one are on the window and supports his head with his hand. He looks out the window melancholy. Two idle variations. In one example, he could hand rub (as if it were cold / deaf). In the other he could e.g. short stop to look out the window and look down the aisle instead and scratching it.]
sequences_geiger_talk_mit_1#2;[Ohi goes towards the Geiger.]
sequences_geiger_talk_mit_1#3;[Cut to the hand of the Geiger in closeup.]
sequences_geiger_talk_mit_1#4;"[From Idle out the Geiger consideres his trembling hand (""Has it been that bad?"") Clenches, and then shuts the eye (""Pull yourself together""). He opens his eyes, noted that Ohi has approached him and looks at him.]"
spokentexts_geiger_talk_mit_1_st_1;Hello, sir.
spokentexts_geiger_talk_mit_1_st_2;Hello.
sequences_geiger_talk_mit_1#7;[The Geiger goes in talk-Status]
spokentexts_geiger_talk_mit_2_st_1;If I may trouble you once more...
sequences_geiger_talk_mit_2#2;[The Geiger goes in talk-Status]
sequences_geiger_talk_mit_2#3;[A dialogue between Ohi and the Geiger begins.]
spokentexts_geiger_talk_mit_3b_st_1;I don't know what more to ask. He hasn't noticed anything suspicious.
spokentexts_geiger_talk_mit_4_st_1;Excuse me, sir...
sequences_geiger_talk_mit_4#2;[The Geiger looks bad at Ohi.]
spokentexts_geiger_talk_mit_4_st_2;No, I will not excuse you. I told you that I want the window closed and you opened it again!
spokentexts_geiger_talk_mit_4_st_3;But just because...
spokentexts_geiger_talk_mit_4_st_4;It seems I cannot cure people of their insolence.
spokentexts_geiger_talk_mit_4_st_5;But at least I can refuse to speak to them!
sequences_geiger_talk_mit_4#7;[The Geiger turns away from Ohi, don't want to talk no more.]
spokentexts_geiger_talk_mit_5_st_1;Not a chance. He won't talk to me anymore.
spokentexts_geiger_talk_mit_6_st_1;Hello, sir.
spokentexts_geiger_talk_mit_6_st_2;The window stays closed!
spokentexts_geiger_talk_mit_6_st_3;I didn't come because of the window. I'd like to take a look at your violin case.
spokentexts_geiger_talk_mit_6_st_4_direction;indignant
spokentexts_geiger_talk_mit_6_st_4;This is all too much!
spokentexts_geiger_talk_mit_6_st_5;First the fuss about the window and now you want to look in my violin case?
spokentexts_geiger_talk_mit_6_st_6;Well that's how it is.
spokentexts_geiger_talk_mit_6_st_7;Absolutely not!
spokentexts_geiger_talk_mit_6_st_8;Get yourself a warrant or whatever it's called. Until then: adieu!
spokentexts_geiger_talk_mit_6_st_9;But...
spokentexts_geiger_talk_mit_6_st_10;Adieu!
spokentexts_geiger_talk_mit_7a_st_1;The violinist is uncooperative. I'm not authorized to search his belongings against his will and without a good reason... and he knows it.
spokentexts_geiger_talk_mit_7a_st_2;I have to come up with something.
spokentexts_geiger_talk_mit_8_st_1;Excuse me, sir!
texts_junge_benutzt_karamellbonbons;Give Matt a butterscotch
texts_junge_mo_ex_1;Examine Matt
texts_junge_mo_talk_mit_1-4;Talk to Matt
texts_junge_top_a01_junge_ablenken_ja_tseq_title;Yes, distract him.
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_1;Hmm. What do you suggest?
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_2;I... I could tell him that there's a suitcase full of money in the next carriage. If he's a thief, he'll definitely want to take a look at it.
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_3;I don't think he'll fall for that.
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_4;Or I could insult him and then run away. He'll try to catch me and you'll have a chance to look in the violin case.
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_5_direction;ihm wird klar, dass er einen Fehler gemacht hat
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_5;Now that I think about it, this is something I have to attend to on my own. It would be expecting a bit much from a little boy.
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_6_direction;indignant
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_6;Little boy?! You must be kidding!
spokentexts_junge_top_a01_junge_ablenken_ja_tseq_st_7;Sorry, er sheriff. But your idea about distracting him is good all the same.
texts_junge_top_a01_junge_ablenken_nein_tseq_title;No, too dangerous.
spokentexts_junge_top_a01_junge_ablenken_nein_tseq_st_1;No, I'm sorry. That's police work.
spokentexts_junge_top_a01_junge_ablenken_nein_tseq_st_2_direction;protests
spokentexts_junge_top_a01_junge_ablenken_nein_tseq_st_2;But I'm a sheriff!
spokentexts_junge_top_a01_junge_ablenken_nein_tseq_st_3;But this isn't the Wild West. They'd flay me alive if I dragged a little boy into the investigation.
spokentexts_junge_top_a01_junge_ablenken_nein_tseq_st_4_direction;indignant
spokentexts_junge_top_a01_junge_ablenken_nein_tseq_st_4;Little boy?! You must be kidding!
spokentexts_junge_top_a01_junge_ablenken_nein_tseq_st_5;Sorry, sheriff. But your idea about distracting him is good all the same.
sequences_junge_top_a01_junge_ablenken_nein_tseq#5;[The conversation is over.]
texts_junge_top_a01_junge_lady_mestmacott_tseq_title;Lady Westmacott
spokentexts_junge_top_a01_junge_lady_mestmacott_tseq_st_1;Your mother is Lady Westmacott's companion, correct?
spokentexts_junge_top_a01_junge_lady_mestmacott_tseq_st_2;Yeah, but it's not like you think.
spokentexts_junge_top_a01_junge_lady_mestmacott_tseq_st_3;"At first I thought, ""Boy, you must really be wicked if you need to pay for friends!"""
spokentexts_junge_top_a01_junge_lady_mestmacott_tseq_st_4;But the lady's really OK.
spokentexts_junge_top_a01_junge_lady_mestmacott_tseq_st_5;She's a bit odd. And really old.
