loca_key_foo;Value is Bar
a05_doctor_talk_pier_01;Doktor Gebhardt sieht seinem neuen Job, seinem neuen Leben, erwartungsvoll entgegen. Und er hat mir geraten, alles ruhiger angehen zu lassen. Wenn ich auf mich aufpassen würde, würde mein Herz vielleicht noch ein paar Jahre mitspielen. Aber was wären das für letzte Jahre?
a07_doctor_blood_01;Die Bettdecke in der Kabine der Baronin war mit falschem Blut getränkt. Warum ist Doktor Gebhardt das nicht aufgefallen? Und wo ist die Bettdecke? 
a09_doctor_murder_01;Es war Doktor Gebhardt! ER hat die Baronin ermordet und wollte dasselbe mit mir tun. Er hat mich unter Drogen gesetzt und ich konnte ihm nur knapp entkommen. Er sprach davon, dass ich ihm etwas anhängen wolle, das ich Beweise platziert hätte und fragte, warum ich ihn nicht einfach hätte in Ruhe lassen können. Ich glaube, er ist wahnsinnig.
a10_doctor_missing_01;Von Doktor Gebhardt fehlt jede Spur. Vielleicht hat er sich ins Meer gestürzt, wie er in seinem Abschiedsbrief geschrieben hat. Oder… könnte er noch leben?
index_note_constable_01;Konstabler Robert Oliver
a01_constable_first_01;Der Konstabler macht auf mich einen ehrlichen aber auch nicht allzu cleveren Eindruck. Er bewundert Legrand, das merkt man. Er ist stolz, an der Seite des großen Ermittlers arbeiten zu dürfen – was ich zugegebenermaßen auch wäre.
a01_constable_read_01;Konstabler Oliver war in der Nacht des Diebstahls im Britischen Museum! Ist das nicht seltsam? Er war nur wenige Meter vom neuen Raben entfernt, als dieser das erste Auge stahl. Und nun lässt man ihn das zweite Auge bewachen?
a07_constable_first_dialog_01;Dem Konstabler schmeckt es nicht, dass ich mit an Bord bin. Er ist neidisch, glaube ich. ER will die rechte Hand Legrands sein. Dabei will ich ihm diesen Job gar nicht streitig machen. Ich habe lieber meinen eigenen Kopf, als dass ich die Hand von jemand anderem bin.
a10_constable_guard_01;Ich habe Konstabler Oliver überrascht, wie er sich über eine ohnmächtige Wache in der Wachstube beugte. Ich weiß nicht, ob er sie niedergeschlagen hat. Aber ist es nicht auffällig, dass jedes Mal, wenn der Rabe zuschlägt, Konstabler Oliver in der Nähe ist?
index_note_dark_figure_01;Dunkle Gestalt
a05_dark_figure_train_01;Matt hat im Zug eine dunkle Gestalt gesehen. Doch war es der neue Rabe? Jemand muss den Umschlag auf den Tresor gelegt haben, sicher. Aber der Rabe hat seinerzeit Komplizen bezahlt. Vielleicht hält es der Neue genauso? \n Die Gestalt hat ein Ticket für eine Mittelmeerkreuzfahrt verloren. Das Ziel der Reise: Kairo. Ich glaube ich weiß, was mit diesem Schiff auf Reisen geht. 
a06_dark_figure_talk_constable_01;Schon wieder ein Schatten! Dieses Mal hat Konstabler Oliver ihn gesehen. Ist es dieselbe Person?
index_note_three_keys_01;Die drei Schlüssel
a05_three_keys_talk_safe_01;Laut Legrand ist der Tresor, mit dem das Auge der Sphinx nach Kairo gebracht werden soll, mit drei Schlössern gesichert. Die Schlüssel haben Professor Lucien, Baronin von Trebitz und Dr. Mokthar, der Direktor des Museums in Kairo. \n Wir müssen davon ausgehen, dass sich der Rabe im Zug bereits einen Abdruck von Professor Luciens Schlüssel besorgt hat. Auch den Schlüssel des Museumsdirektors könnte er sich schon kopiert haben. Bleibt der Schlüssel von Baronin von Trebitz…
a07_three_keys_third_01;Legrand hat alle getäuscht! Er hat sich den dritten Schlüssel von der Baronin aushändigen lassen. Angeblich, weil er ihre Unordnung fürchtete. So oder so… der dritte Schlüssel war nie in Gefahr. Doch die Baronin ist tot und Legrand muss sich fragen, ob er dafür mitverantwortlich ist. Er hat alle in dem Glauben gelassen, SIE hätte den dritten Schlüssel.
a10_three_keys_legrand_01;Die drei Schlüssel haben nichts genützt. Der Tresor war leer. Professor Lucien hat in der Bank unbemerkt das Auge der Sphinx in seine Tasche gesteckt und nur so getan, als lege er es in den Tresor.
index_note_old_raven_01;Alter Rabe, neuer Rabe
a05_old_raven_tw_investigator_01;Inspektor Legrand hegt den Verdacht, vor fünf Jahren den falschen Mann erschossen zu haben. Wenn dem so wäre, könnte der Rabe zurückgekehrt sein. Als Hinweise darauf führt Legrand die Rabenfeder und die Handschrift des Briefschreibers an, sowie dass dieser ihn „Nico“ nennt, was angeblich nur der alte Rabe getan hätte. 
a05_old_raven_tw_investigator_02;Aber sind das überzeugende Hinweise? Für mich nicht. Die Rabenfeder als Zeichen des Raben war allgemein bekannt. Handschriften kann man fälschen und dass Legrand auf seiner Jagd damals als „Nico“ verspottet wurde, könnte ein Polizist oder sonst jemand, der damals mit dem Fall zu tun gehabt hatte, verraten haben. \n Die Vorgehensweise passt einfach nicht, das muss man doch sehen! Der alte Rabe war darauf bedacht, niemanden bei seinen Einbrüchen zu verletzen. Der neue Rabe wollte uns in die Luft jagen. Ich glaube, Legrand ist auf dem Holzweg.
a05_old_raven_doctor_confession_01;Das Bekennerschreiben des Doktors hat mich nachdenklich gemacht. Mein Bauchgefühl sagt mir, dass er nicht hinter allem steckt. Aber ich habe keine Beweise dafür. \n Das Schreiben ist aber auch aus einem anderen Grund höchst interessant. Es beweist, dass derjenige, der hinter allem steckt, vor fünf Jahren beim vermeintlichen Tod des Raben anwesend war. Ist es also doch der alte Rabe, der zurückgekehrt ist, so wie die Zeitungen behaupten?
a10_old_raven_article_01;Kommentar: \n Die spektakulären Entwicklungen im Fall „Augen der Sphinx“ (Siehe Titelseite, Seite 3, 5 und 9) zeigen uns vor allem eins: Verbrecher bleiben Verbrecher. Viele von uns, unsere Zeitung eingeschlossen, haben einige der Taten des Raben im Laufe seiner Karriere als gelungene Streiche und clevere Gaunereien verharmlost. Für einige war er eine Art Held, der die Polizei an der Nase herum führte und uns schmunzeln ließ.  \n Doch nun müssen wir uns eingestehen, dass wir einem Mörder applaudiert haben. Einem Mann, der mit Sprengladungen Menschenleben in Gefahr brachte und in mindestens einem Fall ein Menschenleben genommen hat. \n Verbrecher sind und bleiben Verbrecher. Wir als Gesellschaft sollten das nicht wieder vergessen.  \n Rupert Turner, Chefredakteur
index_note_captain_01;Kapitän di Conti
a05_captain_tw_doctor_01;Der Kapitän der Lydia ist laut Doktor Gebhardt eine Art Kriegsheld. Aber mit seiner Gesundheit soll es nicht gut stehen. Vermutlich hat man ihn auf diesen Posten abgeschoben.
a07_captain_ship_01;Das Schiff macht keinen allzu gepflegten Eindruck. Es war früher mal ein Frachtschiff, das im Krieg dann zum Truppentransporter und später nochmals zum Kreuzfahrtschiff umgebaut wurde. Man merkt ihm sein Alter an. Aber es ist nicht nur das. Ich glaube, Kapitän  di Conti hat seine Mannschaft nicht im Griff. Sie tut nur das Nötigste, wie es scheint.
index_note_stowaway_01;Der blinde Passagier
a06_stowaway_start_01;Ein blinder Passagier hat sich in einer Kleidertruhe an Bord der Lydia geschmuggelt und mich dann niedergeschlagen. Doch wer ist es? Der Rabe? Ein Helfer des Raben? Oder jemand ganz anderes?
a07_stowaway_captured_01;Unser blinder Passagier ist ein junger Mann arabischer Herkunft. Konstabler Oliver hat ihn auf dem Oberdeck beobachtet und Legrand hat ihn dort gestellt. Er behauptet, er hätte nur frische Luft schnappen wollen. Ich glaube ihm nicht. Ich vermute, ich habe ihm meine Beule zu verdanken. \n Fest steht, dassBaronin von Trebitz erschossen wurde, während wir uns mit dem blinden Passagier beschäftigt haben. Arbeitet der er mit dem Mörder zusammen und sollte für Ablenkung sorgen?
a07_stowaway_dialog_01;Der Blinde Passagier behauptet, sein Name sei Adil. Natürlich hätte er mich nicht niedergeschlagen und könne keiner Fliege was zu Leide tun. Er lügt, das ist klar. Aber lügt er, weil er wirklich nur wieder nach Hause will, wie er behauptet? Oder hat er im Auftrag des Mörders für Ablenkung gesorgt?
index_note_shot_01;Schuss im Frachtraum
a06_shot_start_01;Im Frachtraum hat jemand geschossen! Wer, auf wen und warum weiß ich nicht.
a07_shot_found_projectile_01;Wer immer geschossen hat, er hat auf eine Kiste gefeuert. Er hatte es also nicht auf mich abgesehen. Und das Projektil steckte noch im Holz. Darum ging es ihm also auch nicht.
a07_shot_compared_01;Der Schuss im Frachtraum wurde mit derselben Waffe abgefeuert mit der die Baronin erschossen wurde!
a08_shot_tape_01;Er wurde aufgenommen! Der Schuss aus dem Frachtraum wurde auf Tonband aufgenommen! Es ging nie um das Projektil. Es ging um den Knall!
index_note_murder_baroness_01;Mord an Baronin von Trebitz
a07_murder_baroness_first_01;Die Baronin wurde ermordet als Legrand, Konstabler Oliver und Doktor Gebhardt auf der Suche nach einem Schatten waren, den der Konstabler gesehen hatte. Wir hörten den Schuss und waren Augenblicke später bei der Kabine der Baronin. \n Die Tür war von innen verschlossen und die Baronin war tot. Sie lag in einer Blutlache auf ihrem Bett, Doktor Gebhardt konnte nur noch ihren Tod feststellen. 
a07_murder_baroness_talk_doctor_01;Laut Doktor Gebhardt wurde der Baronin aus kurzer Distanz ins Herz geschossen. Ein Schuss. Sie war sofort tot.
a07_murder_baroness_anasthetic_01;Wurde die Baronin betäubt, bevor die ermordet wurde? Sie schwankte stark und machte einen sehr müden Eindruck, als wir sie im Treppensaal trafen. 
a09_murder_baroness_motiv_01;Baronin von Trebitz wurde von Doktor Gebhardt erschossen. Ich kenne das Motiv nicht. Müsste ich raten, würde ich wetten, dass es mit dem Krieg und den toten Familienangehörigen der Baronin zu tun hat.
index_note_backout_01;Ohnmacht
a07_blackout_first_01;Ich bin gestern Abend ohnmächtig geworden. Nachdem ich mit den anderen aus dem Salon gekommen war, ging es mir bereits nicht gut… und von da an mit jeder Minute schlechter. Schließlich bin ich auf dem Nebendeck zusammengebrochen, gerade als der Feueralarm losging. 
a07_blackout_anastethic_law_01;Es war Betäubungsmittel im Champagner, den ich gestern Abend im Salon getrunken habe. Das erklärt die Müdigkeit und die Ohnmacht. Ob Baronin von Trebitz auch betäubt wurde? Sie war ebenfalls sehr wackelig auf den Beinen, als wir sie vor ihrer Kabine trafen.
a07_blackout_anasthetic_captain_01;Laut dem Kapitän haben mehrere Leute Champagner aus derselben Flasche getrunken. Das Schlafmittel muss also im Glas gewesen sein, nicht in der Flasche. Kapitän  di Conti behauptet, er hätte mir das Champagnerglas von Doktor Gebhardt gegeben. Sollte gar nicht ich, sondern der Doktor betäubt werden?
index_note_traces_01;Spuren und Hinweise
a07_traces_pistol_01;Legrand und der Konstabler haben die Tatwaffe auf der Gangway am Schiffsrumpf gefunden. Vielleicht wollte der Mörder sie unauffällig entsorgen und hatte das Pech, dass er sich auf dem Schiff nicht auskannte. Aber irgendetwas gefällt mir daran nicht. Wäre ich ein Mörder und wollte ein wichtiges Beweisstück verschwinden lassen… ich würde verdammt noch mal dafür sorgen, dass es verschwunden bleibt.
a07_traces_projectil_doctor_01;Bei dem Projektil, das Doktor Gebhardt aus dem Herz der Baronin operiert hat, handelt es sich um ein Projektil aus einer 7,65mm Parabellum Patrone.
a07_traces_pillow_01;Ich habe in der Kabine der Baronin ein Kopfkissen mit Schmauchspuren gefunden. Es sieht aus als sei es benutzt worden, um den Knall eines Schusses zu dämpfen. Anschließend hat es der Schütze in eine Vase gestopft, weil er mit dem Kissen nicht entdeckt werden wollte. \n Das Einzige, was seltsam daran ist… wir alle haben den Schuss gehört!
a07_traces_projectiles_01;Die Mordwaffe ist die Luger 08 vom Geiger David Kreutzer. Beide Projektile, jenes, das die Baronin tötete und jenes, das im Frachtraum abgefeuert wurde, stammen aus dieser Waffe.
a07_traces_light_blood_01;Mir ist das Blut auf dem Bettlaken der Baronin aufgefallen. Irgendetwas stimmt damit nicht. Es ist so… rot. Nach so vielen Stunden an der Luft müsste es brauner sein…
a07_traces_blood_checked_01;Es ist kein Blut! Ich habe es getestet und ES – IST – KEIN – BLUT! Es ist irgendeine rote Flüssigkeit, die wie frisches Blut aussieht. Aber eben nicht wie 12 Stunden altes! Warum ist Doktor Gebhardt nichts aufgefallen? Er MUSS doch bemerkt haben, dass da etwas faul war!
a07_traces_tape_01;Auf der Krankenstation habe ich eine Tonbandspule gefunden. Darauf ist ein Schuss zu hören! Ich möchte wetten, es ist der Schuss, den wir gestern Abend alle gehört haben.
index_note_museum_01;Museum
a10_museum_first_01;Das Museum ist heute tagsüber für die Allgemeinheit geschlossen. Und heute Abend, bei der Gala, sind nur geladene Gäste zugelassen. Ich schätze, dass der Rabe dann zuschlagen wird – sofern ich Recht habe und er immer noch auf freiem Fuß ist.
a10_museum_treasury_01;Das Auge der Sphinx befindet sich in einer Panzerglasvitrine, es gibt Videokameras und alles ist elektronisch gesichert. Das Sicherheitssystem des Museums ist auf dem Stand der Technik, keine Frage.
a10_museum_telephone_01;Die Telefone sind tot. Wir können niemanden zu Hilfe rufen
index_note_director_01;Museumsdirektor
a10_director_museum_first_01;Museumsdirektor Mokhtar scheint zu glauben, dass Legrand Doktor Gebhardt entlarvt hat. Irgendjemand hat die Zeitungen informiert und wohl einige Tatsachen durcheinander gebracht.
a10_director_after_legrand_01;Doktor Mokhtar hatte sichtlich keine Lust, einen kleinen Beamten wie mich durchs Museum zu führen. Ich glaube, er ist eher für den großen Auftritt zu haben. Wichtige, reiche und berühmte Leute, das ist eher seine Kragenweite.
a10_director_after_explosion_01;Ich glaube, Doktor Mokhtar steht unter Schock. Nicht verwunderlich. Immerhin wurde gerade die Schatzkammer seines Museums in die Luft gejagt. Ich lasse ihn kurz in Ruhe, damit er sich sammeln kann.
a11_director_talk_basement_01;Doktor Mokhtar behauptet, er wisse nichts von irgendwelchen Kellern und Geheimgängen. Durchaus möglich… allerdings sollte jemand einmal nachprüfen, wie lange er schon hier ist. Sollte er auch schon vor zwanzig Jahren, zu Kriegszeiten, hier im Museum gearbeitet haben, dürfte er seine Behauptung nicht aufrechterhalten können.
index_note_escape_raven_01;Fluchtweg des Raben
a10_escape_raven_after_explosion_01;Es gab eine Explosion! Das Sicherheitssystem hat das Museum und die Schatzkammer sofort abgeriegelt. Ich weiß nicht, was in der Schatzkammer geschehen ist, aber ich befürchte, mein Gegner geht mit dem Vorschlaghammer zu Werk, nicht mit dem Florett. \n Wir sind im Museum eingesperrt und mit uns der Rabe… wenn er denn keinen anderen Fluchtweg hätte, wovon ich aber ausgehe. Ich muss ihm folgen!
a11_escape_raven_treasury_01;Teile der Schatzkammer sind zerstört. Es gibt weniger Schäden als ich befürchtet habe, aber einige Kunstgegenstände dürften für immer verloren sein. Der Rabe hatte keinen Fluchtweg aus der Schatzkammer, also hat er sich einen gemacht. Ein großes Loch klafft dort, wo noch vor Kurzem die Vitrine mit dem Auge der Sphinx stand.
a11_escape_raven_secretdoor_01;Unter der Schatzkammer gibt es einen Geheimkeller. Von dort führt eine versteckte Tür zur Großen Halle. Der Keller ist schon hier seit das Museum gebaut wurde. Die Geheimtür könnte später, zu Zeiten des Zweiten Weltkriegs, gebaut worden sein. Immerhin erklärt sie die fluchende Statue, die Matt gehört hat. Jemand war hier im Keller und hat vermutlich die Sprengladungen vorbereitet, als ich mich mit Lady Westmacott unterhalten habe.
a11_escape_raven_secretdoor_02;Es gibt eine zweite Geheimtür im Keller. Durch die muss der Rabe entkommen sein! \n Leider ist die Tür versperrt. Es gibt drehbare Scheiben mit verschiedenen Tiersymbolen.  \n Außerdem stehen in arabischer Schrift über der Tür folgende Zeichen:
a11_escape_raven_after_explosion_04;Laut Doktor Mokhtar lautet die Übersetzung: „Die Söhne des Horus“. \n Den vier Söhnen sind vier Symbole zugeordnet: Mensch, Pavian, Schakal und Falke. Sie zieren Begräbnisgefäße, die sogenannten Kanopen.
index_note_start_2_01;Startnotizen
a12_start_2_inch_01;Es hat lange gedauert. Aber endlich hat Inch mich engagiert. Ich soll für ihn die Drecksarbeit machen. Sei’s drum. Ich bin in seiner Nähe, darum geht es. Früher oder später wird er zum großen Schlag ausholen!
a12_start_2_eyes_01;Die Augen der Sphinx! Keine schlechte Wahl. Sie gehören zu den wertvollsten Edelsteinen der Welt und sind dem Raben würdig. Ich soll den ersten Stein im Britischen Museum stehlen. Inch hat dafür gesorgt, dass die Alarmanlage in einem Teil des Museums nicht aktiviert wird. Er hat hervorragende Kontakte.
a12_start_2_plan_01;Der Plan war, dass ich das Auge der Sphinx unbemerkt gegen eine Triplette austauschen sollte. „Leider“ kamen mir genau zum „falschen Augenblick“ ein Wachmann und ein Bobby in die Quere, bevor ich die Fälschung platzieren konnte. Es lief also alles nach Plan… wenn man davon absieht, dass Inch eine Bombe gezündet hat, um die beiden auszuschalten. Ich wäre ihnen auch so entkommen, ganz ohne Spektakel und die Gefährdung von Menschenleben.
index_note_inch_01;Inch
a12_inch_start_01;Es war schwierig, an Inch heranzukommen. Er hat viele Helfer, bleibt selber aber immer im Verborgenen. Das macht es so schwer ihn zu ergreifen… er macht sich selber nicht die Hände schmutzig. Er lässt andere für sich arbeiten. Andere wie mich. \n Mein Glück ist, dass er jemanden braucht, der ihm seinen kaputten Arm ersetzt. Sonst wäre ich nicht so dicht an ihn herangekommen.
a12_inch_talk_station_01;Inch vertraut mir noch immer nicht richtig. Egal. Ich bin in der Position, in der ich sein will. Und so lange Inch mich für einen engagierten aber etwas unbedarften Nachwuchsdieb hält, ist alles im grünen Bereich.
a14_inch_bomb_01;Eine Bombe! Er zündet eine verdammte Bombe, um Legrand und die anderen loszuwerden. Das hätte ich ihm nicht zugetraut. Er ist skrupelloser als ich es für möglich gehalten hätte. Ein Grund mehr, ihn schnell auszuschalten. \n Sollte ich der Polizei einfach einen Tipp geben und die Sache beenden? Ich würde, wenn sie sie beenden könnten. Aber Inch muss mit der Hand in der Keksdose erwischt werden, sonst windet er sich aus jeder Anklage heraus.
a17_inch_talk_cell_01;Ich habe ein sehr beunruhigendes Gefühl. Es scheint, als wisse Inch mehr als er sollte. Hat er etwas über mich herausgefunden? Oder über Alex? Unseren Plan? \n Alex würde das nicht gefallen… aber ich mache mir Sorgen um sie.
a19_inch_start_01;Kairo. Am Ende des heutigen Tages wird Inch im Gefängnis sitzen und seinen Meister gefunden haben – wenn alles gut geht.
index_note_inchs_plan_01;Inchs Plan
a12_inchs_plan_talk_station_01;Wir wollten das erste Auge in London stehlen, ohne dass es jemand bemerkt. Erst nachdem das zweite Auge in Kairo gestohlen worden wäre, hätte sich jemand das andere Auge genauer ansehen und bemerken sollen, dass es durch eine Fälschung ausgetauscht wurde. Ich hatte nie vor, die Fälschung dort zu lassen… aber auch Inch hat einen eigenen Plan verfolgt. Von einer Bombe in einem der Papierkörbe war nie die Rede. \n Nun die Sache mit dem Brief… keine Ahnung, was das soll. Welche Planänderung gibt es als nächstes? 
a14_inchs_plan_talk_pier_01;Inch weiht mich noch immer nicht in seine Pläne ein und wird das wohl auch nicht mehr tun. Damit war zu rechnen und dennoch gefällt es mir nicht.
a19_inchs_plan_start_01;Doktor Gebhardt zu ermorden ist unentschuldbar – ganz gleich, was er getan hat. Und dennoch muss ich Inch Respekt zollen. Er hat den Be- kennerbrief geschrieben und dann die Presse in- formiert. Die Meldung, dass erst jetzt der wahre Rabe gefasst wurde, muss Wellen bis nach Paris geschlagen haben. Legrand wird den ganzen Tag damit beschäftigt sein, seiner Re- gierung, den ägyptischen Behörden und schließlich der Presse Rede und Antwort zu stehen. Damit glaubt Inch seinen gefährlichsten Gegner ausgeschaltet zu haben.
a20_inchs_plan_left_ravennest_01;Inchs Plan könnte funktionieren. Ich stehle das Auge und das Tor zur Schatzkammer hält mir die Wachen vom Leib, bis ich zurück auf dem Dach bin. Jeder würde vermuten, dass ich von dort die Feuerleiter zur Flucht genutzt habe… tatsächlich bin ich aber durch die Geheimtür zurück ins Museum gegangen und warte dort, bis sich die Wogen geglättet haben. \n Doch all das ist irrelevant. Inch hat andere Pläne – und wir auch.
index_note_my_part_01;Meine Rolle
a13_my_part_talk_doctor_01;Ein erfolgreicher Einbrecher ist der, der in einer Menge verschwinden kann, der unauffällig ist. Insofern bin ich nicht prädestiniert ein Einbrecher zu sein, ich falle auf – zumindest in diesen Breiten. \n Nur die Vorurteile der Leute schützen mich. Sie würden mir zutrauen eine Handtasche zu stehlen, doch niemand sieht mich als Meister-Ganove.
a17_my_part_first_01;Der arme, naive arabische Tagelöhner – einer meiner erfolgreichsten Charaktere. Ich bin Spanier und spreche kein Arabisch… aber bisher ist mir noch niemand auf die Schliche gekommen. Die Leute beginnen durch einen hindurchzusehen, sobald man nicht zu ihrer eigenen Klasse, nicht zu ihrer eigenen Rasse gehört. Von einem Individuum wird man zum Teil einer Gruppe und in einer Gruppe kann man leicht verschwinden.
index_note_alex_01;Alex
a15_alex_end15_01;„Sie ist das Beste, was mir jemals passiert ist“… diesen Satz habe ich nie verstanden, bis Alex mir passiert ist. Es ist ein… seltsames Gefühl. Man hat plötzlich das Gefühl, dass einem ein anderer genauso wichtig oder wichtiger ist als das eigene Leben. Plötzlich denkt man nicht mehr als Erstes „Was will ich“, sondern „Was will sie“. Oder, noch besser: „Was wollen wir“. \n Wir haben uns in Südfrankreich kennengelernt. Die reiche Tochter aus gutem Hause und der arabische Kellner in ihrem Hotel. Wir beide waren nicht das, was wir vorgaben und haben das schnell bemerkt. Man erkennt seinesgleichen. \n „Patricia Mayers“ war die Rolle, die sie auch damals schon gespielt hat. Sie mag Patricia, glaube ich. Alex ist sehr klug… und Patricia Mayers bedeutet Urlaub von dieser Intelligenz.
index_note_adil_01;Adil
a16_adil_start_01;Was ich an ihm mag ist nicht an erster Stelle sein gutes Aussehen. Auch nicht, dass er ein geschickter Dieb ist, dass er clever ist, dass er mich liebt. Es ist sein Wesen. Er hätte viele Gründe verbittert oder zynisch zu sein, doch er ist es nicht. Er genießt das Leben. Er sieht das Positive in allen Menschen und in jeder Situation. Er ist bescheiden, er kann sich über kleine Dinge freuen. \n Ich habe nie über Kinder nachgedacht, bis ich ihn getroffen habe. Er wäre ein fantastischer Vater. Er würde unseren Kindern beibringen, positiv auf das Leben zu schauen, sich nicht von den Umständen erdrücken zu lassen. Er würde ihnen alles mitgeben, um ein zufriedenes Leben zu führen.
index_note_plan_01;Der Plan
a16_plan_talk_about_01;Unser Plan ist einfach: Ich tausche unbemerkt das in London gestohlene Auge der Sphinx gegen die Triplette aus. Inch wird vielleicht einen kurzen Blick auf den Stein werfen, aber er wird keine Gelegenheit haben ihn genau zu prüfen und somit hoffentlich nicht bemerken, dass die Steine vertauscht wurden. Den zweiten Stein holen wir uns in Kairo. Inch wird glauben, alles im Griff zu haben… Bis er seinen Irrtum bemerkt, sind wir über alle Berge.
a16_plan_corps_seen_01;Das gehörte nicht zum Plan! Ganz und gar nicht. Wer hat die Baronin erschossen? Inch? Aber wieso? Das ist nicht gut. Das ist gar nicht gut.
a16_plan_arab_arrested_01;Adil wurde verhaftet. Eine gefährliche Situation! Wenn man den Mörder nicht findet, könnte man versuchen ihm den Mord in die Schuhe zu schieben. Und selbst wenn nicht, es könnte Tage dauern, bis er aus der Untersuchungshaft entlassen wird!
a19_plan_start_01;Der Mord an Baronin von Trebitz war eine unerfreuliche Ablenkung. Aber ich habe das Gefühl, dass nun wieder alles nach Plan läuft. Inch glaubt, die Kontrolle zu haben. Sein Ende rückt näher.
a20_plan_left_ravensnest_01;Ihr wird nichts passieren. Ihr DARF nichts passieren! Ich hasse es, nicht bei ihr sein zu können. Sie kann auf sich aufpassen, das weiß ich. Aber Alex allein mit diesem Irren? Ich darf nicht dran denken. Ich muss mich auf meine Aufgabe konzentrieren.
index_note_mayers_01;Patricia Mayers
a16_mayers_talk_arab_plan_01;Patricia Mayers ist einer meiner Lieblingscharaktere. Eine hübsche Tochter aus gutem Hause… niemand traut denen auch nur das Geringste zu. Es gibt nur ein Problem… Leute, die Patricia für dumm halten, obwohl sie sie nicht kennen, ärgern mich manchmal so sehr, dass ich sie auflaufen lasse. Eine dumme, verwöhnte Blondine, die immer mal wieder clevere Antworten gibt… das ist nicht optimal. Daran muss ich arbeiten.
a16_mayers_talk_fiddler_01;Es ist erstaunlich. Patricia bringt Leute dazu zu reden. Ich weiß nicht warum. Vielleicht weil sie sie für harmlos halten… vielleicht wollen sie sie schockieren. Aber es passiert mir immer wieder, dass mir Leute ihr Herz ausschütten, wenn ich Patricia spiele. Als Alex kommt das viel seltener vor. Da begegnen mir die Menschen eher mit… Respekt? Vorsicht? 
index_note_doctor_baroness_01;Der Doktor und die Baronin
a17_doctor_baroness_dialog_butler_01;Doktor Gebhardt soll Baronin von Trebitz ermordet haben? Was haben die beiden miteinander zu tun? Der Doktor war mir alles andere als sympathisch, genau wie die Baronin... Aber sofern sie sich nicht bei einem Treffer der anonymen Unsympathen getroffen haben, wüsste ich nicht, woher sie sich kennen sollten.
a18_doctor_baroness_story_01;Eine schreckliche Geschichte. Ein Mann, dessen Liebe nicht erwidert wurde und der daraufhin alle Moral, allen Anstand über Bord warf und sich rächte. Die Baronin muss zu der Zeit schon studiert haben. Nur deswegen wurde sie nicht mit dem Rest ihrer Familie ermordet. Vermutlich kannte sie Gebhardt von Fotos… den Freund der Familie, ihren Retter, der ein Auge auf die kleine Schwester der Baronin geworfen hatte. In Venedig sah sie ihn dann aufs Schiff gehen. Sie war sich vielleicht nicht ganz sicher, ob er es wirklich war oder sie wollte einen Beweis haben. Sie suchte das Foto, fand es und wollte den Doktor beim Umtrunk im Salon vor aller Augen bloßstellen. Leider hatte auch der Doktor sie erkannt oder er hat ihren Namen gehört und wusste sofort, dass sie sein neues Leben zerstören konnte, das er sich nach dem Krieg aufgebaut hatte.
a18_doctor_baroness_doctor_dead_01;Früher oder später wird herauskommen, dass Doktor Gebhardt nicht der Rabe gewesen sein kann. Er wird für einen der Einbrüche ein Alibi haben. Doch bis dahin können Tage, vielleicht Wochen vergehen. Es geht um Einbrüche in zig verschiedenen Ländern, einige vor fünfzehn Jahren verübt. \n Vielleicht wird man seine Leiche finden, doch ich bezweifle es. Doktor Gebhardt – und wer immer er vorher war, sind tot.
text_quest_default;Wer ist der Rabe?
text_quest_default_content;Finde Hinweise und ermittle, wer der Rabe ist.



























