characters_araber;Araber
spokentexts_a07_kabine_ermittler_pinsel_ex_1_st_2;La médecine légale et l'archéologie sont finalement assez similaires. L'objectif est de comprendre ce qu'il s'est passé, que ce soit quelques heures ou quelques siècles auparavant.
texts_a07_kabine_ermittler_pipette_mo_inventar_1;Pipette
texts_a07_kabine_ermittler_pipette_mo_inventar_2;Pipette remplie de solution chimique
spokentexts_a07_kabine_ermittler_pipette_ex_1_st_1;Des pipettes !
spokentexts_a07_kabine_ermittler_pipette_ex_1_st_2;Je vais en prendre une !
sequences_a07_kabine_ermittler_pipette_ex_1#3;[One of the pipettes disappears from view and appears in the inventory.]
spokentexts_a07_kabine_ermittler_pipette_ex_2_st_1;Un pipette provenant de la boîte médico-légale. Elle est vide.
spokentexts_a07_kabine_ermittler_pipette_ex_3_st_1;Je peux détecter la présence de sang avec la solution dans la pipette ! Qu'est ce que j'attends?
spokentexts_a07_kabine_ermittler_pipette_ex_4_st_1;Je ferais mieux de laisser la pipette ici. Elle a l'air fragile.
texts_a07_kabine_ermittler_reagenzglaeser_mo_ex_1;Examiner les tubes à essai
spokentexts_a07_kabine_ermittler_reagenzglaeser_ex_1_st_1;J'imagine que Legrand est un magicien avec tout cet équipement. De mon côté, je suis simplement bouche bée..
texts_a07_kabine_ermittler_schaufeln_mo_ex_1;Examiner les pelles et les gratteurs
spokentexts_a07_kabine_ermittler_schaufeln_ex_1_st_1;Pour les excursions en forêt ou à la campagne j'imagine. Inutile sur un navire.
texts_a07_kabine_ermittler_schublade_mo_use_1;Ouvrir le tiroir
texts_a07_kabine_ermittler_schublade_mo_use_2;Fermer le tiroir
sequences_a07_kabine_ermittler_schublade_use_1#1;[The drawer opens.]
sequences_a07_kabine_ermittler_schublade_use_2#1;[The drawer closes.]
texts_a07_kabine_ermittler_tablett_mo_ex_1;Examiner le plateau
texts_a07_kabine_ermittler_tablett_mo_ex_2;Goûter la nourriture
spokentexts_a07_kabine_ermittler_tablett_ex_1_st_1;JE ne pense pas qu'il ait commandé cette nourriture. L'Officer Oliver a dû vouloir se rendre utile.
spokentexts_a07_kabine_ermittler_tablett_ex_1_st_2;Peine perdue apparemment. Il n'a touché à rien.
spokentexts_a07_kabine_ermittler_tablett_ex_2_st_1;Quoi que ça puisse être, je n'y toucherai pas.
spokentexts_a07_kabine_ermittler_tablett_ex_2_st_2;Vu que je suis sur cette croisière gratuitement, je peux bien m'offrir un bon repas chaud.
texts_a07_kabine_ermittler_wasserstoffperoxyd_mo_use_1__2;Verser le peroxyde d'hydrogène dans le bol.
spokentexts_a07_kabine_ermittler_wasserstoffperoxyd_use_1_st_1;Aha ! La solution de peroxyde d'hydrogène.
sequences_a07_kabine_ermittler_wasserstoffperoxyd_use_1#3;(A clear liquid appears in the bowl.]
spokentexts_a07_kabine_ermittler_wasserstoffperoxyd_use_2_st_1;Et voilà le peroxyde d'hydrogène !
spokentexts_a07_kabine_ermittler_wasserstoffperoxyd_use_2_st_2;Je vais l'ajouter au luminol dans le bol.
sequences_a07_kabine_ermittler_wasserstoffperoxyd_use_2#3;[A second clear liquid is poured into the bowl.]
texts_a07_kabine_ermittler_wattestaebchen_mo_ex_1;Examiner les petits sachets
texts_a07_kabine_ermittler_wattestaebchen_mo_ex_2;Tampons en coton
texts_a07_kabine_ermittler_wattestaebchen_mo_ex_3;Echantillon de sang
texts_a07_kabine_ermittler_wattestaebchen_mo_ex_4;Coton avec le faux sang
texts_a07_kabine_ermittler_wattestaebchen_mo_used_mit_pipette;Vérifier l'échantillon de sang
texts_a07_kabine_ermittler_wattestaebchen_mo_used_mit_pipette_02;Déposer la solution sur le coton.
sequences_a07_kabine_ermittler_wattestaebchen_ex_1#1;[One of the cotton sticks disappears from the suitcase.]
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_1_st_1_direction;reads, searching for something
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_1_st_1;Qu'ets ce que c'est que ça ? 
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_1_st_2;Oh ! Comme c'est pratique !
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_1_st_3;Un tampon en coton isolé de façon hermétique pour récolter des échantillons.
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_1_st_4;Je vais le prendre avec moi.
sequences_a07_kabine_ermittler_wattestaebchen_ex_1#6;[The cotton stick appears in the inventory.]
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_2_st_1;Il y a un tampon en coton dans le papier pour récolter des indices sur la scène du crime.
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_3_st_1;La coton a imbibé quelques traces de sang du lit de la baronne, espérons que ce soit suffisant pour l'analyser !
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_4_st_1;La baronne gisait dans une mare de faux sang... Qu'est ce que cela signifie ? ?
spokentexts_a07_kabine_ermittler_wattestaebchen_ex_4_st_2;Et pourquoi le Dr Gebhardt n'a-t-il rien remarqué ?
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_st_1;Qu'avons nous là...
sequences_a07_kabine_ermittler_wattestaebchen_used_mit_pipette#3;[Ohi reaches into the bag, takes out a cotton stick and removes a bit paper from the top.]
sequences_a07_kabine_ermittler_wattestaebchen_used_mit_pipette#4;[Then he takes the pipette out of the forensic box. He holds both in front of his eyes and drips a bit of the liquid from the pipette on the top of the cotton stick. Then he examines everything (Idle).]
sequences_a07_kabine_ermittler_wattestaebchen_used_mit_pipette#6;[Again he drips liquid on the top.]
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_st_4;Ce n'est pas du sang !
sequences_a07_kabine_ermittler_wattestaebchen_used_mit_pipette#9;[Ohi puts away the pipette, turns a bit with the cotton stick in his hands to see it in a different light.]
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_st_5;Absolument aucune réaction !
sequences_a07_kabine_ermittler_wattestaebchen_used_mit_pipette#11;[Ohi pulls a bit paper over the top again and slides in the cotton stick.]
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_st_6;Sauf erreur de ma part, et ce n'était vraiment pas compliqué, la tâche sur le lit de la baronne n'est pas du sang.
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_st_7_direction;thinking
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_st_7;Mais si ce n'est pas du sang, quoi d'autre ? Et surtout pourquoi le Dr Gebhardt n'a-t-il rien remarqué ?
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_st_8_direction;decisive in the end
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_st_8;Il était sensé tout examiner ! Hmm. Je pense qu'il est temps d'aller à l'infirmerie !
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_2_st_1;D'abord il faut que j'aspire la solution avec la pipette. Je ne pourrai pas faire l'analyse sans.
spokentexts_a07_kabine_ermittler_wattestaebchen_used_mit_pipette_3_st_1;Il faut mieux amener l'échantillon à la solution et non le contraire.
texts_a07_kabine_ermittler_mikroskop_ausgang_mo_leave;Terminer l'enquête
texts_a07_kabine_ermittler_mikroskop_patrone_baronin_mo_ex_1;Examiner la balle
texts_a07_kabine_ermittler_mikroskop_patrone_baronin_mo_use_1;Tourner la balle
spokentexts_a07_kabine_ermittler_mikroskop_patrone_baronin_ex_1_st_1;C'est la balle extraite du corps de la baronne.
sequences_a07_kabine_ermittler_mikroskop_patrone_baronin_use_1#1;[You can click on the cartridge and turn it both sides by holding the cursor.]
texts_a07_kabine_ermittler_mikroskop_patrone_frachtraum_mo_use_1;Tourner la balle
spokentexts_a07_kabine_ermittler_mikroskop_patrone_frachtraum_ex_1_st_1;C'est la balle de la soute.
spokentexts_a07_kabine_ermittler_mikroskop_patrone_frachtraum_ex_2_st_1;J'ai besoin de la seconde balle pour les comparer.
sequences_a07_kabine_ermittler_mikroskop_patrone_frachtraum_use_1#1;[You can click on the cartridge and turn it both sides by holding the cursor.]
texts_a07_kabine_ermittler_mikroskop_rad_mo_use_1;Ajuster la mise au point
sequences_a07_kabine_ermittler_mikroskop_rad_use_1#1;[You can click on it and turn it to both sides by holding the cursor. The view comes into focus by clicking on it.]
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_betreten_scharf_st_1;Nous y voilà.
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_betreten_scharf_st_2;Si les deux balles ont les mêmes rayures, elles proviennent de la même arme à feu.
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_betreten_scharf_st_3;Je dois faire tourner les balles pour vérifier la correspondance.
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_scharf_st_1;Voilà.
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_scharf_st_2;Les rayures sont laissées par le canon de l'arme et sont uniques.
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_scharf_st_3;Si je mets une seconde balle à côté, je peux vérifier si elle provient de la même arme !
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_scharf_st_5;Les rayures sur la balle sont dues au canon de l'arme. Elles sont uniques.
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_uebereinstimmung_st_1_direction;content
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_uebereinstimmung_st_1;Voilà la preuve !
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_uebereinstimmung_st_2;La personne qui a tué la baronne est la même qui a tiré dans la soute.
spokentexts_a07_kabine_ermittler_mikroskop_seq_a07_kabine_ermittler_mikroskop_uebereinstimmung_st_4;Qu'est ce que cela signifie ?
texts_a07_krankenstation_briefchen_patrone_mo_ex_1;Balle
spokentexts_a07_krankenstation_briefchen_patrone_ex_1_st_1;C'est la balle extrait du corps de la baronne...
spokentexts_a07_krankenstation_briefchen_patrone_ex_1_st_2;Je ne m'y connais pas en arme à feu. Legrand pourra m'en dire plus.
texts_a07_krankenstation_gummihandschuh_mo_ex_1__2;Examiner les gants en caoutchouc
spokentexts_a07_krankenstation_gummihandschuh_ex_1_st_1;Le Docteur Gebhardt va avoir du mal à expliquer comment des gants remplis de faux sang ont atterri dans sa poubelle.
spokentexts_a07_krankenstation_gummihandschuh_ex_1_st_2;D'abord il rate le faux sang dans la cabine de la baronne et maintenant ça. Ca sent pas bon pour le docteur.
spokentexts_a07_krankenstation_gummihandschuh_ex_2_st_1;A mes yeux cela prouve que le docteur est impliqué dans tout cela.
spokentexts_a07_krankenstation_gummihandschuh_ex_2_st_2;Je devrais en informer Legrand.
texts_a07_krankenstation_kuehlfach_mo_ex_1;Regarder le corps de la baronne
texts_a07_krankenstation_kuehlfach_mo_use_1;Examiner le corps
texts_a07_krankenstation_kuehlfach_mo_use_2;Examiner le corps
spokentexts_a07_krankenstation_kuehlfach_ex_1_st_1;L'infirmerie n'a pas d'air conditionné. Pendant la guerre, les corps étaient inhumés en mer.
spokentexts_a07_krankenstation_kuehlfach_ex_1_st_2;La baronne va probablement rester ici jusqu'à ce que l'on puisse l'amener chez le légiste au Caire.
spokentexts_a07_krankenstation_kuehlfach_use_1_st_1;Le moment de vérité.
sequences_a07_krankenstation_kuehlfach_use_1#2;[Ohi folds the cloth so he can analyse the corpse. He still keeps the sheet in his hand.]
spokentexts_a07_krankenstation_kuehlfach_use_1_st_2;La corps a été lavé.
spokentexts_a07_krankenstation_kuehlfach_use_1_st_3;On voit bien la marque d'entrée de la balle au dessus du coeur, mais aucune trace de sang, réel ou non.
spokentexts_a07_krankenstation_kuehlfach_use_1_st_4;J'ai bien peur que le corps ne puisse m'en dire plus.
sequences_a07_krankenstation_kuehlfach_use_1#6;[Ohi puts back the sheet.]
spokentexts_a07_krankenstation_kuehlfach_use_2_st_1;Non. Ce n'est pas très beau à voir.
spokentexts_a07_krankenstation_kuehlfach_use_2_st_2;S'il y avait des traces de faux sang sur elle, elles ont disparus maintenant.
texts_a07_krankenstation_muelleimer_mo_ex_1;Fouiller la commode
spokentexts_a07_krankenstation_muelleimer_ex_1_st_1;La poubelle est ici...
sequences_a07_krankenstation_muelleimer_ex_1#2;[Ohi opens the door, pulls out the bin and looks inside (Idle).]
spokentexts_a07_krankenstation_muelleimer_ex_1_st_2;Voyons voir.
spokentexts_a07_krankenstation_muelleimer_ex_1_st_3;Des serviettes en papier, des sacs plastique, du carton et...
spokentexts_a07_krankenstation_muelleimer_ex_1_st_4;Attendez.
sequences_a07_krankenstation_muelleimer_ex_1#6;[Ohi takes a look around, finds a pincers. He takes it and reaches into the bin. Carefully he takes out a knotted but burst rubber glove and places it on the shelf.]
sequences_a07_krankenstation_muelleimer_ex_1#7;[Then he pushes the bin back and closes the door. He turns to the glove and lifts it with the pincers (Idle).]
spokentexts_a07_krankenstation_muelleimer_ex_1_st_5;Qu'est ce que c'est que ça ?
spokentexts_a07_krankenstation_muelleimer_ex_1_st_6;Un gant en caoutchouc percé. Il y a un noeud et du liquide rouge ressemblant à du sang partout à l'intérieur.
spokentexts_a07_krankenstation_muelleimer_ex_1_st_7;Je parie que c'est le même faux sang que j'ai trouvé dans la cabine de la baronne !
sequences_a07_krankenstation_muelleimer_ex_1#11;[Ohi puts away the glove and the pincers next to it.]
texts_a07_krankenstation_rollstuhl_mo_ex_1;Examiner la chaise roulante
spokentexts_a07_krankenstation_rollstuhl_ex_1_st_1;C'est surement réservé aux cas d'urgence, si un passager tombe et ne peut plus marcher.
spokentexts_a07_krankenstation_rollstuhl_ex_1_st_2;Probablement en cas de mer agitée ou de visite trop poussée dans le bar du capitaine.
texts_a07_krankenstation_schublade_mo_use_1;Fouiller le tiroir
spokentexts_a07_krankenstation_schublade_ex_1_st_1;Le docteur Gebhardt a été embauché récemment, mais l'infirmerie devait déjà être complètement équipée.
sequences_a07_krankenstation_schublade_use_1#1;[Ohi opens the drawer, looks inside.]
spokentexts_a07_krankenstation_schublade_use_1_st_1;Intéressant...
sequences_a07_krankenstation_schublade_use_1#3;[Ohi takes out an audiotape, looks at it.]
spokentexts_a07_krankenstation_schublade_use_1_st_2;Une bande sur une bobine.
spokentexts_a07_krankenstation_schublade_use_1_st_3;La bobine provient d'un appareil de bien meilleure qualité... Comme celui dans la cabine de la baronne.
spokentexts_a07_krankenstation_schublade_use_1_st_4;Impossible d'être certain que c'est bien la bobine manquante de la cabine de la baronne, mais cela semble très plausible !
sequences_a07_krankenstation_schublade_use_1#7;[Ohi places the audiotape on the shelf.]
texts_a07_krankenstation_tonband_mo_use_1;Utiliser la bande avec...
spokentexts_a07_krankenstation_tonband_ex_1_st_1;Impossible d'être certain que c'est bien la bobine manquante de la cabine de la baronne, mais cela semble très plausible !
sequences_a07_krankenstation_tonband_use_1#1;[With a left-click the audiotape sticks to the cursor.]
texts_a07_krankenstation_tonbandgeraet_mo_betrachte_1__2__3;Examiner l'enregistreur
texts_a07_krankenstation_tonbandgeraet_mo_used_mit_tonband;Charger la bande audio
spokentexts_a07_krankenstation_tonbandgeraet_ex_1_st_1;Un enregistreur de Seibling, intéressant. La bobine dans la cabine de la baronne est de la même marque.
spokentexts_a07_krankenstation_tonbandgeraet_ex_1_st_2;Hmm. Un microphone a été raccordé à l'enregistreur.
spokentexts_a07_krankenstation_tonbandgeraet_ex_1_st_3;Peut être que le  Docteur. Gebhardt enregistre les résultats de ses examens and les recopie plus tard.
spokentexts_a07_krankenstation_tonbandgeraet_ex_2_st_1;Le lecteur est assez basique. Simple, solide, pratique.
spokentexts_a07_krankenstation_tonbandgeraet_ex_3_st_1;On peut entendre un coup de feu sur la bande, et la bobine vient de la cabine de la baronne... Je commence à comprendre !
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#1;[Ohi takes the audiotape from the shelf and puts it into the tape recorder.]
spokentexts_a07_krankenstation_tonbandgeraet_used_mit_tonband_st_1;OK...
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#3;[Ohi presses the start button, the audiotape starts.]
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#4;[Ohi waits a moment.]
spokentexts_a07_krankenstation_tonbandgeraet_used_mit_tonband_st_2;Hmm. Rien. Etrange.
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#6;[Ohi presses another button and the audiotape goes faster.]
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#7;[You.]
spokentexts_a07_krankenstation_tonbandgeraet_used_mit_tonband_st_3;Là !
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#9;[Ohi pushes the button and rewinds manually.]
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#10;[Again you can hear the shot, this time backward and warped.]
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#11;[Ohi releases the spool, presses ''play'' again.]
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#12;[The tape goes on, suddenly you can hear a loud shot..]
sequences_a07_krankenstation_tonbandgeraet_used_mit_tonband#13;[Ohi presses the stop button.]
spokentexts_a07_krankenstation_tonbandgeraet_used_mit_tonband_st_4;Très intéressant.
texts_a07_krankenstation_tuer_mo_leave_1a__1b__2;Quitter l'infirmerie
spokentexts_a07_krankenstation_tuer_leave_1a_st_1;Je devrais en profiter pour fouiller correctement.
spokentexts_a07_krankenstation_tuer_leave_1a_st_2;Je n'aurai peut être pas une seconde chance.
spokentexts_a07_krankenstation_tuer_leave_1b_st_1;Non. Je suis sûr qu'il y a autre chose à découvrir ici.
spokentexts_a07_krankenstation_tuer_leave_2_st_1;Il ets temps d'aller voir Legrand !
sequences_a07_krankenstation_tuer_leave_2#2;[Ohi pulls the door open and freezes. In front of him stands doctor Gebhard.]
spokentexts_a07_krankenstation_tuer_leave_2_st_2_direction;faster, surprised breathing in
spokentexts_a07_krankenstation_tuer_leave_2_st_2;Hhh !
sequences_a07_krankenstation_tuer_leave_2#4;[The doctor quickly pulls out a towel and pushes it into Ohi's face. Ohi tries to defend himself. The doctor pushes him back into the office, objects break. Ohi collapses, the doctor above him.]
spokentexts_a07_krankenstation_tuer_leave_2_st_3_direction;with the cloth pressed in front of his mouth
spokentexts_a07_krankenstation_tuer_leave_2_st_3;Non !
spokentexts_a07_krankenstation_tuer_leave_2_st_4_direction;with the cloth pressed in front of his mouth, gets weaker
spokentexts_a07_krankenstation_tuer_leave_2_st_4;Ne... Je...
sequences_a07_krankenstation_tuer_leave_2#7;[**** END OF THE CHAPTER*** CONTINUES with CHAPTER 08]
texts_a07_krankenstation_waschbecken_mo_ex_1;Examiner l'évier
spokentexts_a07_krankenstation_waschbecken_ex_1_st_1;L'évier a été nettoyé récemment.
spokentexts_a07_krankenstation_waschbecken_ex_1_st_2;Impossible de dire si il a été nettoyé pour respecter les règles d'hygiène ou pour une tout autre raison.
sequences__seq_a07_krankenstation_betreten_arzt_weg#0;[Ohi enters the room, closes the door.]
sequences_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig#0;[Ohi enters the room, closes the door.]
spokentexts_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig_st_1;Bonjour, Dr Gebhardt !
sequences_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig#2;[The doctor covers the corpse of the baroness that is already lying on the stretcher in the corpse cabinet then he turns round to Ohi to talk to him.]
spokentexts_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig_st_2;Et voilà le suivant !
spokentexts_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig_st_3_direction;puzzled
spokentexts_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig_st_3;Pardon ?
spokentexts_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig_st_4;Vous voulez autre chose, n'est ce pas ?
spokentexts_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig_st_5;J'en ai bien peur.
spokentexts_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig_st_6;Quel fantastique premier jour !
spokentexts_a07_krankenstation_seq_a07_krankenstation_betreten_erstmalig_st_7;Eh bien ?
texts_a07_nebendeck_ausgang_hinterdeck_mo_leave_1;Aller sur le pont-arrière
sequences_a07_nebendeck_ausgang_hinterdeck_leave_1#1;[Ohi heads to the afterdeck.]
texts_a07_nebendeck_ausgang_oberdeck_mo_leave_1;Aller à l'étage
sequences_a07_nebendeck_ausgang_oberdeck_leave_1#1;[Ohi begins to go upstairs to the upper deck.]
texts_a07_nebendeck_ausgang_treppensaal_mo_leave_1;Entrer dans le navire
sequences_a07_nebendeck_ausgang_treppensaal_leave_1#1;[Ohi goes onto the landing.]
texts_a07_nebendeck_ausgang_vorderdeck_mo_leave_1;Aller sur le pont-promenade
sequences_a07_nebendeck_ausgang_vorderdeck_leave_1#1;[Ohi heads to the forecastle.]
texts_a07_nebendeck_gangway_mo_ex_1;Examiner la passerelle
spokentexts_a07_nebendeck_gangway_ex_1_st_1;On ne voit la passerelle que si on est proche de la rambarde.
spokentexts_a07_nebendeck_gangway_ex_1_st_2_direction;thoughtfully
spokentexts_a07_nebendeck_gangway_ex_1_st_2;Tout de même... C'est un sacré coup de chance que le meurtrier n'ait pas jeté l'arme d'un autre endroit où elle aurait atterri dans l'eau.
spokentexts_a07_nebendeck_gangway_ex_1_1_st_1;Curieux. On peut facilement jeter un pistolet à la mer discrètement depuis n'importe où sur le navire.
spokentexts_a07_nebendeck_gangway_ex_1_1_st_2;Et pourtant le meurtrier a choisi l'endroit précis où ce n'est pas possible ?
spokentexts_a07_nebendeck_gangway_ex_2_st_1;Difficile de rater la passerelle.
spokentexts_a07_nebendeck_gangway_ex_2_st_2;Pourquoi le meurtrier a-t-il fait tomber l'arme sur la passerelle ? Il a dû se rendre compte de son erreur, même si il tournait le dos à la mer.
spokentexts_a07_nebendeck_gangway_ex_2_st_3;Dans ce cas pourquoi n'a-t-il pas ramassé le pistolet pour le lancer quelques mètres plus loin dans la mer ?
texts_a07_nebendeck_kisten_mo_ex_1__2;Examiner les caisses
spokentexts_a07_nebendeck_kisten_ex_1_st_1;J'imagine que les gilets de sauvetage sont rangés ici.
spokentexts_a07_nebendeck_kisten_ex_1_st_2;Proche de la rambarde, facile d'accès en cas d'urgence.
spokentexts_a07_nebendeck_kisten_ex_2_st_1;J'espère ne pas avoir besoin d'un gilet de sauvetage.
sequences_a07_nebendeck_seq_a07_nebendeck_betreten_aus_richtung_oberdeck#0;[Ohi walks the last steps of the stairs, maybe jumps down the last two steps or the like and goes back into the normal position.]
sequences_a07_nebendeck_seq_abschnitt_start#0;[The screen stays black. You can hear a heart beating from far away.]
sequences_a07_nebendeck_seq_abschnitt_start#1;[The heartbeat is getting louder. Suddenly it stops.]
spokentexts_a07_nebendeck_seq_abschnitt_start_st_1;Papa ?
sequences_a07_nebendeck_seq_abschnitt_start#3;[You hear a bang and squeaking sounds (as if someone is being revived) The screen turns white with the boom.]
texts_a07_oberdeck_ausgang_treppe_mo_leave_1;Aller en bas
sequences_a07_oberdeck_ausgang_treppe_leave_1#1;[Ohi starts to go downstairs.]
texts_a07_oberdeck_axt_mo_ex_1;Examiner la hache
spokentexts_a07_oberdeck_axt_ex_1_st_1;Pourquoi a-t-il une hache ici ?
spokentexts_a07_oberdeck_axt_ex_1_st_2;Hmm... J'imagine que... Ca doit être pour couper les cordes si les canots de sauvetage se retrouvent coincés ?
spokentexts_a07_oberdeck_axt_ex_1_st_3;Ou alors ils s'en servent pour déterminer qui est admis sur le bateau.
texts_a07_oberdeck_dreck_mo_ex_1;Fouiller le coin
spokentexts_a07_oberdeck_dreck_ex_1_st_1;Des saletés sont empilées dans le coin. 
spokentexts_a07_oberdeck_dreck_ex_1_st_2;En dessous, là où sont les passagers, le navire est plutôt propre. Mais l'équipage se semble pas autant concerné ici.
texts_a07_oberdeck_kiste_mo_ex_1__2;Fouiller la caisse
spokentexts_a07_oberdeck_kiste_ex_1_st_1;Elle est surement verrouillée et contient des instruments nautiques importants...
sequences_a07_oberdeck_kiste_ex_1#2;[Ohi kneels in front of the trunk, opens it.]
spokentexts_a07_oberdeck_kiste_ex_1_st_2;Non ! Elle est ouverte !
sequences_a07_oberdeck_kiste_ex_1#4;[Ohi looks into the trunk.]
spokentexts_a07_oberdeck_kiste_ex_1_st_3;Qu'est ce que...
spokentexts_a07_oberdeck_kiste_ex_1_st_4;Des guirlandes, des chapeaux et des sacs de confetti ?
sequences_a07_oberdeck_kiste_ex_1#7;[Ohi closes the trunk, gets back to his feet again.]
spokentexts_a07_oberdeck_kiste_ex_1_st_5;Je déteste Mardi Gras.
spokentexts_a07_oberdeck_kiste_ex_2_st_1;Vous ne me verrez jamais avec un chapeau pointu ou une trompette, même si le meurtrier se rendait sur le champ. Je vais laisser tout ça ici.
texts_a07_oberdeck_lueftungsschacht_mo_ex_1__3;Examiner la grille
texts_a07_oberdeck_lueftungsschacht_mo_ex_2;Examiner le conduit de ventilation
spokentexts_a07_oberdeck_lueftungsschacht_ex_1_st_1;La grille doit faire partie du système de ventilation du bateau. Rien qui sorte de l'ordinaire.
spokentexts_a07_oberdeck_lueftungsschacht_ex_1_st_2;Ce qui veut que... stop !
sequences_a07_oberdeck_lueftungsschacht_ex_1#3;[Ohi gets closer to the grid and examines it.]
spokentexts_a07_oberdeck_lueftungsschacht_ex_1_st_3;La grille bouge !
sequences_a07_oberdeck_lueftungsschacht_ex_1#5;[Ohi opens the grid.]
spokentexts_a07_oberdeck_lueftungsschacht_ex_1_st_4;Hmm. C'est bien ce que je pensais... Un tuyau de ventilation qui disparaît à l'intérieur du navire.
spokentexts_a07_oberdeck_lueftungsschacht_ex_2_st_1;La grille ne devrait pas s'ouvrir si facilement... La clandestin l'a-t-il ouverte et l'avons nous attrapé la main dans le sac ?
spokentexts_a07_oberdeck_lueftungsschacht_ex_2_st_2;Hmm. Non. Le tuyau est trop étroit. Il ne rentrerait pas là dedans. Je suppose que ce défaut existe depuis un moment.
sequences_a07_oberdeck_lueftungsschacht_ex_2#3;[Ohi closes the grid again.]
spokentexts_a07_oberdeck_lueftungsschacht_ex_3_st_1;Je pourrais informer le capitaine que la grille doit être réparée.
spokentexts_a07_oberdeck_lueftungsschacht_ex_3_st_2;Mais si je commence à notre tous les petits problèmes du bateau autant oublier tout de suite mon enquête de meurtre.
texts_a07_oberdeck_rettungsboot_mo_ex_1__2;Examiner la canot de sauvetage
spokentexts_a07_oberdeck_rettungsboot_ex_1_st_1;Hmm. Un bateau comme celui-ci ferait une bonne cachette pour un clandestin.
spokentexts_a07_oberdeck_rettungsboot_ex_2_st_1;Si les bâches étaient positionnées volontairement de cette façon, personne ne pourrait les remettre en ordre en étant à l'intérieur ?
spokentexts_a07_oberdeck_rettungsboot_ex_2_st_2;Il est facile de voir avec un coup d'oeil que tout est en ordre sur ce bateau.
texts_a07_oberdeck_rohre_mo_ex_1;Examiner les tuyaux
spokentexts_a07_oberdeck_rohre_ex_1_st_1;Ce n'est pas un pont panoramique pour les visiteurs. Il y a des tuyaux, des cables en acier, des chaines... On sent la fumée venant de la cheminée.
spokentexts_a07_oberdeck_rohre_ex_1_st_2;J'ai n'ai aucune de comment fonctionne ce navire mais je m'en fiche du moment qu'il reste à flots.
texts_a07_oberdeck_tuer_mo_ex_1__2;Examiner la porte
spokentexts_a07_oberdeck_tuer_ex_1_st_1;Le pont du bateau... Deux hommes dont un responsable de la navigation.
spokentexts_a07_oberdeck_tuer_ex_1_st_2;J'ai l'impression que ce sont les officiers qui mènent la barque. Le capitine a plutôt l'air de se concentrer sur les passagers et sur le bar.
